Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201
250010605000011;1;330;89;138;32;43;9;19;222;5;73;2;24;4;183;44;62;13;20;8;197;30;68;7;22;6;186;41;62;13;20;8;0;227;0;75;0;28;3;224;0;75;0;28;222;5;73;2;24;4;20;207;8;67;1;27;0;227;0;75;0;28;123;197;0;0;309;11;0;0;264;56;0;0;283;37;0;0;267;53;0;0;0;320;0;0;3;317;0;0;309;11;0;0;23;297;0;0;0;320;0;0;33;119;0;2;0;0;146;6;2;0;0;0;142;10;2;0;0;0;143;9;2;0;0;0;144;8;2;0;0;0;0;152;0;2;0;0;3;149;0;2;0;0;146;6;2;0;0;0;1;151;0;2;0;0;0;152;0;2;0;0;0;0;130;199;0;0;318;11;0;0;265;64;0;0;286;43;0;0;268;61;0;0;0;329;0;0;3;326;0;0;318;11;0;0;29;300;0;0;0;329
250010605000012;5;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000013;5;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000014;8;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000001;1;313;100;111;25;32;29;16;200;11;55;2;45;0;155;56;48;9;31;14;171;40;52;5;33;12;118;93;35;22;28;17;6;205;0;57;0;45;4;207;0;57;3;42;195;16;53;4;45;0;2;209;3;54;0;45;8;203;2;55;1;44;151;156;3;0;295;12;3;0;234;73;0;3;254;53;0;3;181;126;0;3;6;301;0;3;7;300;0;3;287;20;3;0;5;302;0;3;10;297;0;3;103;54;0;0;7;12;153;4;0;0;18;1;153;4;0;0;0;19;153;4;0;0;2;17;145;12;0;0;0;19;5;152;0;0;0;19;4;153;0;0;0;19;138;19;0;0;19;0;1;156;0;0;0;19;1;156;0;0;1;18;149;159;0;0;295;13;0;0;234;74;0;0;256;52;0;0;181;127;0;0;6;302;0;0;7;301;0;0;288;20;0;0;5;303;0;0;11;297;0;0
250020505000002;1;236;60;81;24;34;16;21;139;2;58;0;31;6;131;10;57;1;31;6;117;24;47;11;26;11;132;9;55;3;31;6;0;141;0;58;0;37;0;141;0;58;0;37;137;4;58;0;34;3;1;140;0;58;2;35;1;140;0;58;2;35;100;134;0;0;228;6;0;0;219;15;0;0;190;44;0;0;218;16;0;0;0;234;0;0;0;234;0;0;227;7;0;0;1;233;0;0;1;233;0;0;78;62;0;0;1;2;136;4;0;0;1;2;131;9;0;0;1;2;107;33;0;0;1;2;134;6;0;0;1;2;0;140;0;0;0;3;0;140;0;0;0;3;135;5;0;0;3;0;0;140;0;0;2;1;0;140;0;0;2;1;99;131;0;0;223;7;0;0;214;16;0;0;185;45;0;0;213;17;0;0;0;230;0;0;0;230;0;0;223;7;0;0;2;228;0;0;2;228;0;0
250020505000003;8;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000004;8;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000005;8;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000006;8;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000007;8;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000008;8;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000009;8;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000010;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000011;1;314;48;162;6;56;6;35;197;13;59;3;39;2;107;103;37;25;21;20;155;55;47;15;25;16;127;83;44;18;24;17;0;210;0;62;0;41;3;207;0;62;0;41;199;11;58;4;39;2;6;204;6;56;2;39;3;207;0;62;0;41;59;249;0;0;290;18;0;0;165;143;0;0;221;87;0;0;193;115;0;0;0;308;0;0;3;305;0;0;291;17;0;0;14;294;0;0;3;305;0;0;2;4;0;0;7;11;5;1;0;0;17;1;5;1;0;0;5;13;1;5;0;0;18;0;5;1;0;0;9;9;0;6;0;0;0;18;0;6;0;0;1;17;6;0;0;0;17;1;0;6;0;0;0;18;1;5;0;0;0;18;57;236;0;1;280;13;1;0;166;127;0;1;220;73;1;0;193;100;1;0;0;293;0;1;3;290;0;1;276;17;1;0;13;280;0;1;0;293;0;1
250030405000001;1;236;84;84;24;25;8;8;158;10;49;0;16;0;168;0;49;0;16;0;168;0;48;1;16;0;168;0;49;0;16;0;47;121;10;39;7;9;0;168;0;49;0;16;115;53;27;22;11;5;6;162;2;47;1;15;0;168;0;49;0;16;118;118;0;0;226;10;0;0;236;0;0;0;235;1;0;0;236;0;0;0;66;170;0;0;0;236;0;0;156;80;0;0;9;227;0;0;0;236;0;0;107;107;1;0;0;0;204;10;1;0;0;0;214;0;1;0;0;0;213;1;1;0;0;0;214;0;1;0;0;0;56;158;0;1;0;0;0;214;0;1;0;0;139;75;1;0;0;0;5;209;0;1;0;0;0;214;0;1;0;0;117;117;1;1;224;10;2;0;234;0;2;0;233;1;2;0;234;0;2;0;66;168;0;2;0;234;0;2;155;79;1;1;9;225;0;2;0;234;0;2
250030405000002;1;345;82;128;29;67;20;19;210;0;96;0;39;0;194;16;96;0;37;2;144;66;77;19;32;7;194;16;96;0;37;2;27;183;16;80;6;33;0;210;0;96;0;39;205;5;87;9;38;1;0;210;0;96;0;39;7;203;1;95;2;37;125;211;2;1;336;0;3;0;319;17;3;0;246;90;3;0;319;17;3;0;45;291;2;1;0;336;0;3;321;15;3;0;0;336;0;3;10;326;0;3;124;149;0;2;0;1;273;0;2;0;1;0;273;0;1;1;0;1;209;64;0;2;0;1;273;0;1;1;0;1;47;226;0;2;0;1;0;273;0;2;0;1;258;15;2;0;1;0;0;273;0;2;0;1;10;263;0;2;0;1;130;194;0;1;324;0;1;0;322;2;1;0;251;73;0;1;322;2;1;0;49;275;0;1;0;324;0;1;309;15;1;0;0;324;0;1;10;314;0;1
250030405000003;1;294;197;17;51;9;18;1;214;0;60;0;19;0;209;5;59;1;19;0;202;12;57;3;19;0;209;5;59;1;19;0;2;212;5;55;0;19;0;214;0;60;0;19;204;10;54;6;18;1;0;214;0;60;0;19;0;214;0;60;0;19;261;27;6;0;288;0;6;0;282;6;6;0;273;15;6;0;282;6;6;0;7;281;0;6;0;288;0;6;271;17;6;0;0;288;0;6;0;288;0;6;238;20;7;4;0;0;258;0;11;0;0;0;256;2;7;4;0;0;255;3;5;6;0;0;256;2;7;4;0;0;6;252;0;11;0;0;0;258;0;11;0;0;243;15;11;0;0;0;0;258;0;11;0;0;0;258;0;11;0;0;266;26;0;0;292;0;0;0;287;5;0;0;278;14;0;0;287;5;0;0;7;285;0;0;0;292;0;0;275;17;0;0;0;292;0;0;0;292;0;0
250030405000004;1;134;89;9;15;4;16;1;98;0;19;0;17;0;98;0;19;0;17;0;94;4;16;3;16;1;94;4;16;3;16;1;15;83;4;15;2;15;0;98;0;19;0;17;98;0;19;0;17;0;0;98;0;19;0;17;0;98;0;19;0;17;120;14;0;0;134;0;0;0;134;0;0;0;126;8;0;0;126;8;0;0;21;113;0;0;0;134;0;0;134;0;0;0;0;134;0;0;0;134;0;0;95;8;15;6;0;0;103;0;21;0;0;0;103;0;21;0;0;0;101;2;15;6;0;0;101;2;15;6;0;0;21;82;0;21;0;0;0;103;0;21;0;0;103;0;21;0;0;0;0;103;0;21;0;0;0;103;0;21;0;0;120;14;0;0;134;0;0;0;134;0;0;0;126;8;0;0;126;8;0;0;21;113;0;0;0;134;0;0;134;0;0;0;0;134;0;0;0;134;0;0
250030405000005;1;178;27;126;4;17;0;4;153;0;21;0;4;0;145;8;20;1;4;0;141;12;20;1;4;0;143;10;20;1;4;0;0;153;0;21;0;4;0;153;0;21;0;4;118;35;16;5;3;1;0;153;0;21;0;4;0;153;0;21;0;4;31;147;0;0;178;0;0;0;169;9;0;0;165;13;0;0;167;11;0;0;0;178;0;0;0;178;0;0;137;41;0;0;0;178;0;0;0;178;0;0;27;144;3;3;0;0;171;0;6;0;0;0;162;9;6;0;0;0;158;13;6;0;0;0;160;11;6;0;0;0;0;171;0;6;0;0;0;171;0;6;0;0;134;37;3;3;0;0;0;171;0;6;0;0;0;171;0;6;0;0;31;147;0;0;178;0;0;0;169;9;0;0;165;13;0;0;167;11;0;0;0;178;0;0;0;178;0;0;137;41;0;0;0;178;0;0;0;178;0;0
250030405000006;1;155;110;19;18;2;3;2;129;0;19;1;5;0;121;8;18;2;5;0;129;0;20;0;5;0;121;8;17;3;5;0;6;123;2;18;1;4;0;129;0;20;0;5;128;1;19;1;4;1;0;129;0;20;0;5;0;129;0;20;0;5;132;23;0;0;154;1;0;0;145;10;0;0;155;0;0;0;144;11;0;0;9;146;0;0;0;155;0;0;152;3;0;0;0;155;0;0;0;155;0;0;121;23;1;0;0;0;143;1;1;0;0;0;137;7;1;0;0;0;144;0;1;0;0;0;136;8;1;0;0;0;9;135;0;1;0;0;0;144;0;1;0;0;141;3;1;0;0;0;0;144;0;1;0;0;0;144;0;1;0;0;131;23;1;0;153;1;1;0;144;10;1;0;154;0;1;0;143;11;1;0;9;145;0;1;0;154;0;1;151;3;1;0;0;154;0;1;0;154;0;1
