Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;
250010605000011;1;65;153;56;13;10;5;0;1;0;27;9199;73298;48416;16701;21050;14960;0;10000;0;330;303;193624;31;98;41;7;7;3;0;1;0;25;4602;47258;34655;9140;13950;8460;0;10000;0;213;188;128065;34;55;15;6;3;2;0;0;0;2;4597;26040;13761;7561;7100;6500;0;0;0;117;115;65559;65;153;56;13;10;5;0;1;0;27;9199;73298;48416;16701;21050;14960;0;10000;0;330;303;193624;31;98;41;7;7;3;0;1;0;25;4602;47258;34655;9140;13950;8460;0;10000;0;213;188;128065;34;55;15;6;3;2;0;0;0;2;4597;26040;13761;7561;7100;6500;0;0;0;117;115;65559;
250010605000012;5;6;19;9;2;0;0;0;0;0;13;554;8960;7524;3000;0;0;0;0;0;49;36;20038;4;12;5;2;0;0;0;0;0;13;312;5795;4242;3000;0;0;0;0;0;36;23;13349;2;7;4;0;0;0;0;0;0;0;242;3165;3282;0;0;0;0;0;0;13;13;6689;6;19;9;2;0;0;0;0;0;13;554;8960;7524;3000;0;0;0;0;0;49;36;20038;4;12;5;2;0;0;0;0;0;13;312;5795;4242;3000;0;0;0;0;0;36;23;13349;2;7;4;0;0;0;0;0;0;0;242;3165;3282;0;0;0;0;0;0;13;13;6689;
250010605000013;5;9;6;8;0;0;0;0;0;0;15;1101;2905;6134;0;0;0;0;0;0;38;23;10140;1;4;4;0;0;0;0;0;0;15;150;1885;2814;0;0;0;0;0;0;24;9;4849;8;2;4;0;0;0;0;0;0;0;951;1020;3320;0;0;0;0;0;0;14;14;5291;9;6;8;0;0;0;0;0;0;15;1101;2905;6134;0;0;0;0;0;0;38;23;10140;1;4;4;0;0;0;0;0;0;15;150;1885;2814;0;0;0;0;0;0;24;9;4849;8;2;4;0;0;0;0;0;0;0;951;1020;3320;0;0;0;0;0;0;14;14;5291;
250010605000014;8;32;48;21;0;0;0;0;0;0;38;3726;23344;15556;0;0;0;0;0;0;139;101;42626;21;35;9;0;0;0;0;0;0;36;2277;17140;6080;0;0;0;0;0;0;101;65;25497;11;13;12;0;0;0;0;0;0;2;1449;6204;9476;0;0;0;0;0;0;38;36;17129;32;48;20;0;0;0;0;0;0;38;3726;23344;14886;0;0;0;0;0;0;138;100;41956;21;35;8;0;0;0;0;0;0;36;2277;17140;5410;0;0;0;0;0;0;100;64;24827;11;13;12;0;0;0;0;0;0;2;1449;6204;9476;0;0;0;0;0;0;38;36;17129;
250020505000001;1;25;134;67;18;15;7;2;0;2;44;3037;64867;57579;25343;31968;26600;11510;0;176000;314;270;396904;15;85;24;9;10;6;1;0;2;42;2024;41050;20326;12410;22416;22600;5510;0;176000;194;152;302336;10;49;43;9;5;1;1;0;0;2;1013;23817;37253;12933;9552;4000;6000;0;0;120;118;94568;25;134;67;17;15;7;2;0;2;44;3037;64867;57579;24133;31968;26600;11510;0;176000;313;269;395694;15;85;24;8;10;6;1;0;2;42;2024;41050;20326;11200;22416;22600;5510;0;176000;193;151;301126;10;49;43;9;5;1;1;0;0;2;1013;23817;37253;12933;9552;4000;6000;0;0;120;118;94568;
250020505000002;1;42;106;48;10;6;3;0;0;0;21;5015;51721;42522;12661;12632;10936;0;0;0;236;215;135487;22;75;22;8;4;2;0;0;0;20;2695;36334;18873;9940;8650;7026;0;0;0;153;133;83518;20;31;26;2;2;1;0;0;0;1;2320;15387;23649;2721;3982;3910;0;0;0;83;82;51969;42;106;48;10;6;3;0;0;0;21;5015;51721;42522;12661;12632;10936;0;0;0;236;215;135487;22;75;22;8;4;2;0;0;0;20;2695;36334;18873;9940;8650;7026;0;0;0;153;133;83518;20;31;26;2;2;1;0;0;0;1;2320;15387;23649;2721;3982;3910;0;0;0;83;82;51969;
250020505000003;8;35;32;16;2;2;0;1;0;0;13;4253;14971;13040;2700;3691;0;5500;0;0;101;88;44155;29;23;11;1;2;0;1;0;0;13;3427;10481;8260;1200;3691;0;5500;0;0;80;67;32559;6;9;5;1;0;0;0;0;0;0;826;4490;4780;1500;0;0;0;0;0;21;21;11596;35;32;16;2;2;0;1;0;0;13;4253;14971;13040;2700;3691;0;5500;0;0;101;88;44155;29;23;11;1;2;0;1;0;0;13;3427;10481;8260;1200;3691;0;5500;0;0;80;67;32559;6;9;5;1;0;0;0;0;0;0;826;4490;4780;1500;0;0;0;0;0;21;21;11596;
250020505000004;8;29;34;12;2;1;1;0;0;0;6;4150;15862;11230;3030;2148;3000;0;0;0;85;79;39420;29;30;7;2;1;1;0;0;0;6;4150;13822;6130;3030;2148;3000;0;0;0;76;70;32280;0;4;5;0;0;0;0;0;0;0;0;2040;5100;0;0;0;0;0;0;9;9;7140;29;34;12;2;1;1;0;0;0;6;4150;15862;11230;3030;2148;3000;0;0;0;85;79;39420;29;30;7;2;1;1;0;0;0;6;4150;13822;6130;3030;2148;3000;0;0;0;76;70;32280;0;4;5;0;0;0;0;0;0;0;0;2040;5100;0;0;0;0;0;0;9;9;7140;
250020505000005;8;8;7;1;1;0;0;0;0;0;18;950;3560;1020;1088;0;0;0;0;0;35;17;6618;8;5;1;0;0;0;0;0;0;18;950;2540;1020;0;0;0;0;0;0;32;14;4510;0;2;0;1;0;0;0;0;0;0;0;1020;0;1088;0;0;0;0;0;3;3;2108;8;7;1;1;0;0;0;0;0;18;950;3560;1020;1088;0;0;0;0;0;35;17;6618;8;5;1;0;0;0;0;0;0;18;950;2540;1020;0;0;0;0;0;0;32;14;4510;0;2;0;1;0;0;0;0;0;0;0;1020;0;1088;0;0;0;0;0;3;3;2108;
250020505000006;8;42;43;13;2;1;0;0;0;0;51;4209;19816;10320;2691;2000;0;0;0;0;152;101;39036;30;28;6;1;1;0;0;0;0;47;2894;12917;4650;1500;2000;0;0;0;0;113;66;23961;12;15;7;1;0;0;0;0;0;4;1315;6899;5670;1191;0;0;0;0;0;39;35;15075;42;43;13;2;1;0;0;0;0;51;4209;19816;10320;2691;2000;0;0;0;0;152;101;39036;30;28;6;1;1;0;0;0;0;47;2894;12917;4650;1500;2000;0;0;0;0;113;66;23961;12;15;7;1;0;0;0;0;0;4;1315;6899;5670;1191;0;0;0;0;0;39;35;15075;
250020505000007;8;40;46;11;1;0;0;0;0;0;27;4395;22420;8897;1500;0;0;0;0;0;125;98;37212;33;34;6;0;0;0;0;0;0;27;3671;16430;4791;0;0;0;0;0;0;100;73;24892;7;12;5;1;0;0;0;0;0;0;724;5990;4106;1500;0;0;0;0;0;25;25;12320;40;46;11;1;0;0;0;0;0;27;4395;22420;8897;1500;0;0;0;0;0;125;98;37212;33;34;6;0;0;0;0;0;0;27;3671;16430;4791;0;0;0;0;0;0;100;73;24892;7;12;5;1;0;0;0;0;0;0;724;5990;4106;1500;0;0;0;0;0;25;25;12320;
250020505000008;8;10;25;3;2;0;0;0;0;0;19;1206;12055;2720;2730;0;0;0;0;0;59;40;18711;10;20;2;2;0;0;0;0;0;19;1206;9545;1720;2730;0;0;0;0;0;53;34;15201;0;5;1;0;0;0;0;0;0;0;0;2510;1000;0;0;0;0;0;0;6;6;3510;10;25;3;2;0;0;0;0;0;19;1206;12055;2720;2730;0;0;0;0;0;59;40;18711;10;20;2;2;0;0;0;0;0;19;1206;9545;1720;2730;0;0;0;0;0;53;34;15201;0;5;1;0;0;0;0;0;0;0;0;2510;1000;0;0;0;0;0;0;6;6;3510;
250020505000009;8;53;84;20;1;2;1;1;0;0;67;6729;40745;17740;1530;4250;5000;6800;0;0;229;162;82794;26;60;12;0;2;1;0;0;0;60;3825;29083;10340;0;4250;5000;0;0;0;161;101;52498;27;24;8;1;0;0;1;0;0;7;2904;11662;7400;1530;0;0;6800;0;0;68;61;30296;53;84;20;1;2;1;1;0;0;67;6729;40745;17740;1530;4250;5000;6800;0;0;229;162;82794;26;60;12;0;2;1;0;0;0;60;3825;29083;10340;0;4250;5000;0;0;0;161;101;52498;27;24;8;1;0;0;1;0;0;7;2904;11662;7400;1530;0;0;6800;0;0;68;61;30296;
250020505000010;8;3;2;2;1;1;0;0;0;0;1;490;1020;1620;1150;2000;0;0;0;0;10;9;6280;3;2;1;1;1;0;0;0;0;1;490;1020;600;1150;2000;0;0;0;0;9;8;5260;0;0;1;0;0;0;0;0;0;0;0;0;1020;0;0;0;0;0;0;1;1;1020;3;2;2;1;1;0;0;0;0;1;490;1020;1620;1150;2000;0;0;0;0;10;9;6280;3;2;1;1;1;0;0;0;0;1;490;1020;600;1150;2000;0;0;0;0;9;8;5260;0;0;1;0;0;0;0;0;0;0;0;0;1020;0;0;0;0;0;0;1;1;1020;
250020505000011;1;66;135;73;2;8;3;0;0;0;27;8848;64309;65172;2570;15367;14000;0;0;0;314;287;170266;36;97;38;1;5;3;0;0;0;23;5135;46223;32068;1500;9937;14000;0;0;0;203;180;108863;30;38;35;1;3;0;0;0;0;4;3713;18086;33104;1070;5430;0;0;0;0;111;107;61403;66;135;73;2;8;3;0;0;0;27;8848;64309;65172;2570;15367;14000;0;0;0;314;287;170266;36;97;38;1;5;3;0;0;0;23;5135;46223;32068;1500;9937;14000;0;0;0;203;180;108863;30;38;35;1;3;0;0;0;0;4;3713;18086;33104;1070;5430;0;0;0;0;111;107;61403;
250030405000001;1;15;98;45;20;19;12;3;3;0;21;2577;48637;40579;27486;38881;41943;18100;24000;0;236;215;242203;4;46;19;16;15;11;3;3;0;11;620;22612;16629;21985;31350;38343;18100;24000;0;128;117;173639;11;52;26;4;4;1;0;0;0;10;1957;26025;23950;5501;7531;3600;0;0;0;108;98;68564;15;98;45;20;19;12;3;3;0;21;2577;48637;40579;27486;38881;41943;18100;24000;0;236;215;242203;4;46;19;16;15;11;3;3;0;11;620;22612;16629;21985;31350;38343;18100;24000;0;128;117;173639;11;52;26;4;4;1;0;0;0;10;1957;26025;23950;5501;7531;3600;0;0;0;108;98;68564;
250030405000002;1;67;194;43;9;9;6;0;0;0;17;10777;94142;37435;12524;18500;21360;0;0;0;345;328;194738;34;97;28;4;6;3;0;0;0;8;5780;47260;23630;5434;11700;10900;0;0;0;180;172;104704;33;97;15;5;3;3;0;0;0;9;4997;46882;13805;7090;6800;10460;0;0;0;165;156;90034;67;194;43;9;9;6;0;0;0;17;10777;94142;37435;12524;18500;21360;0;0;0;345;328;194738;34;97;28;4;6;3;0;0;0;8;5780;47260;23630;5434;11700;10900;0;0;0;180;172;104704;33;97;15;5;3;3;0;0;0;9;4997;46882;13805;7090;6800;10460;0;0;0;165;156;90034;
250030405000003;1;18;121;56;30;33;18;1;0;1;16;3598;59060;48387;40920;68190;62392;6000;0;10800;294;278;299347;14;67;30;23;16;15;1;0;1;7;2900;32680;26140;31620;32240;52272;6000;0;10800;174;167;194652;4;54;26;7;17;3;0;0;0;9;698;26380;22247;9300;35950;10120;0;0;0;120;111;104695;18;121;56;30;33;18;1;0;1;16;3598;59060;48387;40920;68190;62392;6000;0;10800;294;278;299347;14;67;30;23;16;15;1;0;1;7;2900;32680;26140;31620;32240;52272;6000;0;10800;174;167;194652;4;54;26;7;17;3;0;0;0;9;698;26380;22247;9300;35950;10120;0;0;0;120;111;104695;
250030405000004;1;15;70;24;4;7;2;1;0;0;11;2164;33790;21500;5480;13840;6142;7000;0;0;134;123;89916;8;33;14;4;4;1;1;0;0;7;1120;15670;12090;5480;7340;3500;7000;0;0;72;65;52200;7;37;10;0;3;1;0;0;0;4;1044;18120;9410;0;6500;2642;0;0;0;62;58;37716;15;70;24;4;7;2;1;0;0;11;2164;33790;21500;5480;13840;6142;7000;0;0;134;123;89916;8;33;14;4;4;1;1;0;0;7;1120;15670;12090;5480;7340;3500;7000;0;0;72;65;52200;7;37;10;0;3;1;0;0;0;4;1044;18120;9410;0;6500;2642;0;0;0;62;58;37716;
250030405000005;1;13;106;2;1;0;0;0;0;0;56;1370;52410;1720;1150;0;0;0;0;0;178;122;56650;3;66;2;0;0;0;0;0;0;45;400;32280;1720;0;0;0;0;0;0;116;71;34400;10;40;0;1;0;0;0;0;0;11;970;20130;0;1150;0;0;0;0;0;62;51;22250;13;106;2;1;0;0;0;0;0;56;1370;52410;1720;1150;0;0;0;0;0;178;122;56650;3;66;2;0;0;0;0;0;0;45;400;32280;1720;0;0;0;0;0;0;116;71;34400;10;40;0;1;0;0;0;0;0;11;970;20130;0;1150;0;0;0;0;0;62;51;22250;
250030405000006;1;13;86;30;7;1;1;0;0;0;17;1840;41921;23627;8939;1800;3800;0;0;0;155;138;81927;4;42;16;3;1;1;0;0;0;12;660;20280;11753;4026;1800;3800;0;0;0;79;67;42319;9;44;14;4;0;0;0;0;0;5;1180;21641;11874;4913;0;0;0;0;0;76;71;39608;13;86;30;7;1;1;0;0;0;17;1840;41921;23627;8939;1800;3800;0;0;0;155;138;81927;4;42;16;3;1;1;0;0;0;12;660;20280;11753;4026;1800;3800;0;0;0;79;67;42319;9;44;14;4;0;0;0;0;0;5;1180;21641;11874;4913;0;0;0;0;0;76;71;39608;
250030405000007;1;12;75;44;25;18;12;4;1;0;11;2163;37050;35704;32271;35887;39400;25000;8000;0;202;191;215475;5;54;27;18;11;9;4;1;0;6;1010;26360;21281;23609;22637;29400;25000;8000;0;135;129;157297;7;21;17;7;7;3;0;0;0;5;1153;10690;14423;8662;13250;10000;0;0;0;67;62;58178;12;75;44;25;18;12;4;1;0;11;2163;37050;35704;32271;35887;39400;25000;8000;0;202;191;215475;5;54;27;18;11;9;4;1;0;6;1010;26360;21281;23609;22637;29400;25000;8000;0;135;129;157297;7;21;17;7;7;3;0;0;0;5;1153;10690;14423;8662;13250;10000;0;0;0;67;62;58178;
250030405000008;1;24;114;46;13;17;7;0;1;1;18;4144;55461;36402;17040;35703;26510;0;10000;22000;241;223;207260;15;60;33;6;13;6;0;1;0;11;2930;29140;25930;7400;27163;23910;0;10000;0;145;134;126473;9;54;13;7;4;1;0;0;1;7;1214;26321;10472;9640;8540;2600;0;0;22000;96;89;80787;24;114;46;13;17;7;0;1;1;18;4144;55461;36402;17040;35703;26510;0;10000;22000;241;223;207260;15;60;33;6;13;6;0;1;0;11;2930;29140;25930;7400;27163;23910;0;10000;0;145;134;126473;9;54;13;7;4;1;0;0;1;7;1214;26321;10472;9640;8540;2600;0;0;22000;96;89;80787;
250030405000009;1;7;139;37;34;24;14;1;2;0;59;1098;69780;32720;46850;50150;48950;7000;17000;0;317;258;273548;3;71;28;26;16;10;1;1;0;35;500;35510;24770;36650;33550;35100;7000;9000;0;191;156;182080;4;68;9;8;8;4;0;1;0;24;598;34270;7950;10200;16600;13850;0;8000;0;126;102;91468;7;139;37;34;24;14;1;2;0;59;1098;69780;32720;46850;50150;48950;7000;17000;0;317;258;273548;3;71;28;26;16;10;1;1;0;35;500;35510;24770;36650;33550;35100;7000;9000;0;191;156;182080;4;68;9;8;8;4;0;1;0;24;598;34270;7950;10200;16600;13850;0;8000;0;126;102;91468;
250030405000010;1;61;213;42;11;4;8;1;0;0;20;9102;100852;34215;13853;7940;25300;6500;0;0;360;340;197762;27;116;19;5;3;7;1;0;0;8;4420;54694;15669;6480;5920;21800;6500;0;0;186;178;115483;34;97;23;6;1;1;0;0;0;12;4682;46158;18546;7373;2020;3500;0;0;0;174;162;82279;61;213;42;11;4;8;1;0;0;20;9102;100852;34215;13853;7940;25300;6500;0;0;360;340;197762;27;116;19;5;3;7;1;0;0;8;4420;54694;15669;6480;5920;21800;6500;0;0;186;178;115483;34;97;23;6;1;1;0;0;0;12;4682;46158;18546;7373;2020;3500;0;0;0;174;162;82279;
250030405000011;1;50;49;3;0;0;0;0;0;0;32;6115;24129;2700;0;0;0;0;0;0;134;102;32944;6;20;0;0;0;0;0;0;0;6;980;9712;0;0;0;0;0;0;0;32;26;10692;44;29;3;0;0;0;0;0;0;26;5135;14417;2700;0;0;0;0;0;0;102;76;22252;50;49;3;0;0;0;0;0;0;32;6115;24129;2700;0;0;0;0;0;0;134;102;32944;6;20;0;0;0;0;0;0;0;6;980;9712;0;0;0;0;0;0;0;32;26;10692;44;29;3;0;0;0;0;0;0;26;5135;14417;2700;0;0;0;0;0;0;102;76;22252;
250030405000012;1;36;116;10;1;1;1;0;0;0;22;5698;55560;8740;1200;1800;5000;0;0;0;187;165;77998;25;81;5;1;1;1;0;0;0;18;4428;38080;4600;1200;1800;5000;0;0;0;132;114;55108;11;35;5;0;0;0;0;0;0;4;1270;17480;4140;0;0;0;0;0;0;55;51;22890;36;116;10;1;1;1;0;0;0;22;5698;55560;8740;1200;1800;5000;0;0;0;187;165;77998;25;81;5;1;1;1;0;0;0;18;4428;38080;4600;1200;1800;5000;0;0;0;132;114;55108;11;35;5;0;0;0;0;0;0;4;1270;17480;4140;0;0;0;0;0;0;55;51;22890;
250030405000013;1;25;83;14;3;2;1;0;0;0;34;3454;39870;12190;4130;4000;3100;0;0;0;162;128;66744;10;52;9;2;2;1;0;0;0;26;1608;24490;7570;2730;4000;3100;0;0;0;102;76;43498;15;31;5;1;0;0;0;0;0;8;1846;15380;4620;1400;0;0;0;0;0;60;52;23246;25;83;14;3;2;1;0;0;0;34;3454;39870;12190;4130;4000;3100;0;0;0;162;128;66744;10;52;9;2;2;1;0;0;0;26;1608;24490;7570;2730;4000;3100;0;0;0;102;76;43498;15;31;5;1;0;0;0;0;0;8;1846;15380;4620;1400;0;0;0;0;0;60;52;23246;
250030405000014;1;34;19;3;0;0;0;0;0;0;15;4671;8960;2618;0;0;0;0;0;0;71;56;16249;6;6;1;0;0;0;0;0;0;7;1038;2810;1020;0;0;0;0;0;0;20;13;4868;28;13;2;0;0;0;0;0;0;8;3633;6150;1598;0;0;0;0;0;0;51;43;11381;34;19;3;0;0;0;0;0;0;15;4671;8960;2618;0;0;0;0;0;0;71;56;16249;6;6;1;0;0;0;0;0;0;7;1038;2810;1020;0;0;0;0;0;0;20;13;4868;28;13;2;0;0;0;0;0;0;8;3633;6150;1598;0;0;0;0;0;0;51;43;11381;
250030405000015;1;69;185;24;8;5;2;0;1;0;33;10158;86402;19125;10403;9700;7500;0;8000;0;327;294;151288;31;104;10;2;3;2;0;1;0;24;4891;47673;7765;2650;6000;7500;0;8000;0;177;153;84479;38;81;14;6;2;0;0;0;0;9;5267;38729;11360;7753;3700;0;0;0;0;150;141;66809;69;185;24;8;5;2;0;1;0;33;10158;86402;19125;10403;9700;7500;0;8000;0;327;294;151288;31;104;10;2;3;2;0;1;0;24;4891;47673;7765;2650;6000;7500;0;8000;0;177;153;84479;38;81;14;6;2;0;0;0;0;9;5267;38729;11360;7753;3700;0;0;0;0;150;141;66809;
250030405000016;8;110;99;23;1;1;1;0;0;0;55;12359;46553;18957;1500;1800;3200;0;0;0;290;235;84369;26;60;8;0;1;0;0;0;0;32;3250;27284;6550;0;1800;0;0;0;0;127;95;38884;84;39;15;1;0;1;0;0;0;23;9109;19269;12407;1500;0;3200;0;0;0;163;140;45485;109;99;23;1;1;1;0;0;0;55;12269;46553;18957;1500;1800;3200;0;0;0;289;234;84279;26;60;8;0;1;0;0;0;0;32;3250;27284;6550;0;1800;0;0;0;0;127;95;38884;83;39;15;1;0;1;0;0;0;23;9019;19269;12407;1500;0;3200;0;0;0;162;139;45395;
250030405000017;8;6;22;1;0;0;0;0;0;0;3;988;9470;1000;0;0;0;0;0;0;32;29;11458;5;20;1;0;0;0;0;0;0;3;920;8690;1000;0;0;0;0;0;0;29;26;10610;1;2;0;0;0;0;0;0;0;0;68;780;0;0;0;0;0;0;0;3;3;848;6;22;1;0;0;0;0;0;0;3;988;9470;1000;0;0;0;0;0;0;32;29;11458;5;20;1;0;0;0;0;0;0;3;920;8690;1000;0;0;0;0;0;0;29;26;10610;1;2;0;0;0;0;0;0;0;0;68;780;0;0;0;0;0;0;0;3;3;848;
