Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;
250030405000017;8;2;0;0;2;0;3;0;0;1;0
250030405000018;5;24;0;1;25;0;17;1;0;29;0
250030405000019;5;11;0;0;17;0;14;0;1;12;0
250030405000020;8;11;1;0;10;0;10;5;1;10;0
250030405000021;8;1;0;0;15;0;1;0;0;9;0
250030405000022;8;1;0;0;13;0;2;1;0;8;0
250030405000023;8;3;0;0;10;0;3;0;0;7;0
250030405000024;8;0;0;0;1;0;0;0;0;1;0
250030405000025;8;7;0;0;8;0;7;0;0;8;0
250030405000026;8;0;0;0;0;0;0;0;0;2;0
250030405000027;8;3;0;0;12;0;2;0;0;15;0
250030405000028;8;11;1;0;13;0;12;1;0;13;0
250030405000029;8;11;2;0;13;0;8;1;0;17;0
250030405000030;5;13;2;0;36;0;11;1;0;39;0
250030405000031;5;21;5;2;26;0;19;2;0;26;0
250030405000032;8;2;5;0;6;0;4;11;0;4;0
250030405000033;8;3;0;0;18;0;5;0;0;9;0
250030405000034;8;1;0;0;15;0;1;0;0;14;0
250030405000035;8;3;0;0;9;0;2;0;0;14;0
250030405000036;8;18;2;0;27;0;20;2;0;30;0
250030405000037;1;7;1;2;7;0;4;1;1;2;0
250030405000038;1;18;2;0;14;0;13;2;0;19;0
250030405000039;1;10;0;0;21;0;8;0;0;28;0
250030405000040;1;18;2;0;30;0;6;4;0;31;0
250030405000041;1;11;1;0;11;0;10;0;0;12;0
250030405000042;1;17;0;0;24;0;14;0;0;18;0
250030405000043;1;9;2;0;19;0;21;1;1;18;0
250030405000044;1;14;3;0;28;0;13;2;0;39;0
250040305000001;1;13;0;0;24;0;16;0;0;15;0
250040305000002;1;15;3;1;23;0;15;3;0;24;0
250040305000003;1;11;0;0;33;0;10;1;1;31;0
250040305000004;1;21;2;0;25;0;15;1;1;30;0
250040305000005;1;17;0;1;27;0;16;3;0;22;0
250040305000006;1;16;0;2;38;0;16;0;0;22;0
250040305000007;1;33;3;0;51;0;22;0;0;32;0
250040305000008;1;10;2;0;14;0;10;0;0;10;0
250040305000009;8;11;1;1;7;0;12;0;1;16;0
250040305000010;8;6;2;0;17;0;9;5;0;16;0
250040305000011;8;18;2;0;38;0;15;1;0;44;0
250040305000012;8;5;0;0;18;0;5;0;0;6;0
250040305000013;8;13;0;0;6;0;5;2;0;6;0
250040305000014;8;20;3;1;18;0;17;0;3;31;0
250040305000015;8;17;0;4;21;0;11;0;2;21;0
250040305000016;8;7;2;0;32;0;5;5;0;32;0
250040305000017;5;9;1;2;11;0;11;0;1;6;0
250040305000018;8;26;0;0;34;0;13;1;0;28;0
250040305000019;8;6;0;0;3;0;4;0;0;6;0
250040305000020;8;13;0;0;21;0;11;1;0;12;0
250040305000021;8;7;0;0;12;0;23;0;0;17;0
250040305000022;8;6;0;0;7;0;4;0;0;17;0
250040305000023;1;10;0;0;25;0;9;0;0;20;0
250040305000024;1;6;0;0;20;0;4;0;0;8;0
250050205000001;1;10;0;2;20;0;9;0;0;20;0
250050205000002;1;8;2;0;16;0;9;3;0;20;0
250050205000003;1;28;0;0;37;0;28;1;0;41;2
250050205000004;1;22;2;3;31;0;17;1;1;33;0
250050205000005;1;23;2;0;24;0;13;0;0;27;0
250050205000006;1;26;6;0;48;0;28;1;0;49;0
250050205000007;1;13;5;0;27;0;6;2;0;20;0
250050205000008;1;16;2;0;46;0;17;4;0;45;0
250050205000009;8;3;1;0;16;0;4;0;0;24;0
250050205000010;8;4;2;0;17;0;3;2;0;8;0
250050205000011;8;4;0;0;3;0;6;0;1;8;0
250050205000012;8;4;0;0;11;0;6;1;1;5;0
250050205000013;8;9;1;2;19;0;3;1;0;11;0
250050205000014;8;3;0;0;6;0;7;0;0;4;0
250050205000015;8;1;0;0;7;0;2;1;0;4;0
250050205000016;8;4;0;0;8;0;9;1;0;4;0
250050205000017;8;11;0;0;21;0;8;0;0;14;0
250050205000018;5;3;0;0;10;0;10;0;0;7;0
250050205000019;5;1;0;1;7;0;0;0;0;7;0
250053605000001;1;15;2;0;14;0;13;0;0;7;0
250053605000002;1;13;0;0;20;0;13;0;0;25;0
250053605000003;8;4;1;0;8;0;5;0;0;9;0
250053605000004;5;6;1;0;8;0;13;1;0;7;0
250053605000005;8;10;0;0;14;0;13;0;0;13;0
250053605000006;8;4;0;0;7;0;3;0;0;7;0
250053605000007;8;10;3;0;21;0;11;2;0;8;0
250053605000008;8;7;0;0;4;0;3;0;0;5;0
250053605000009;1;12;0;0;15;0;13;0;0;10;0
250053605000010;5;10;0;0;5;0;16;0;0;9;0
250057705000001;1;16;2;0;16;0;17;0;0;10;0
250057705000002;8;11;1;0;7;0;4;0;0;5;0
250057705000003;8;3;0;0;5;0;3;2;0;3;0
250057705000004;8;15;0;0;15;0;4;0;0;8;0
250057705000005;1;17;2;0;20;0;13;3;0;19;0
250060105000001;1;12;1;2;18;0;16;1;1;20;0
250060105000002;1;35;5;2;42;0;22;5;0;42;0
250060105000003;1;12;0;0;31;0;17;0;1;29;0
250060105000004;1;14;3;0;21;0;19;4;0;23;0
250060105000005;1;14;0;0;17;0;14;2;0;14;0
250060105000006;1;8;0;0;7;0;10;1;0;8;0
250060105000007;1;12;0;0;10;0;14;1;0;10;0
250060105000008;1;6;1;0;9;0;5;0;0;16;0
250060105000009;8;10;1;0;17;0;14;0;1;18;0
250060105000010;8;0;0;0;6;0;1;0;0;6;0
250060105000011;8;4;0;0;13;0;4;1;2;8;0
250060105000012;8;11;5;1;14;0;2;2;0;10;0
250060105000013;8;0;0;0;3;0;0;0;0;3;0
250060105000014;8;11;0;0;16;0;4;0;0;13;0
250060105000015;5;29;17;0;24;0;24;18;0;22;0
250060105000016;5;12;0;0;12;0;10;0;0;13;0
250060105000017;8;7;0;0;13;0;9;0;0;9;0
250060105000018;8;0;0;0;6;0;1;0;0;9;0
250060105000019;1;17;1;0;21;0;17;0;1;16;0
250060105000020;1;12;0;3;9;0;9;0;1;13;0
250060105000021;1;11;0;0;17;0;9;0;0;14;0
250060105000022;1;5;5;0;7;0;14;0;0;18;0
250060105000023;1;21;5;0;17;0;14;3;0;15;0
250060105000024;1;16;1;4;21;0;14;0;0;31;0
250060105000025;1;16;1;1;16;0;25;0;1;22;0
250060105000026;8;2;0;0;3;0;2;0;0;3;0
250060105000027;5;21;0;0;27;0;19;0;0;33;0
250060105000028;5;10;0;5;11;0;11;1;0;16;0
250060105000029;5;7;0;0;9;0;13;0;0;13;0
250070005000001;1;13;0;1;8;0;11;0;0;14;0
250070005000002;1;24;2;0;15;0;6;0;1;16;0
250070005000003;1;16;2;1;14;0;12;0;0;6;0
250070005000004;1;26;0;0;17;0;21;1;0;10;0
250070005000005;1;5;1;0;3;0;6;1;1;11;0
250070005000006;1;30;3;2;9;0;21;2;2;11;0
250070005000007;8;5;0;0;12;0;15;0;0;7;0
250070005000008;8;12;2;1;13;0;19;1;1;12;0
250070005000009;8;4;3;1;6;0;7;2;0;6;0
250070005000010;8;8;0;2;15;0;10;0;1;17;0
250070005000011;8;9;1;1;6;0;14;0;0;4;0
250070005000012;8;10;0;0;11;0;7;0;0;3;0
250070005000013;8;14;0;0;16;0;16;0;0;6;0
250070005000014;8;3;1;0;4;0;7;0;0;5;0
250070005000015;8;9;4;2;6;0;9;0;1;4;0
250070005000016;8;7;0;0;8;0;8;0;1;11;0
250070005000017;8;6;0;0;7;0;8;0;0;10;0
250070005000018;8;10;0;0;1;0;5;0;0;6;0
250070005000019;5;14;0;0;5;0;8;0;0;3;0
250070005000020;1;19;0;0;13;0;10;0;0;12;0
250070005000021;5;12;0;0;12;0;9;0;1;8;0
250070015000001;1;3;0;0;1;0;2;0;0;2;0
250070015000002;8;11;0;0;7;0;10;0;0;8;0
250070015000003;8;23;2;0;2;0;17;0;0;5;0
250070015000004;8;4;0;0;1;0;3;0;0;3;0
250070015000005;8;11;0;0;5;0;12;0;0;6;0
250070015000006;8;15;1;0;0;1;9;0;2;1;0
250070015000007;5;18;1;0;11;0;25;0;1;7;2
250073405000001;1;21;0;0;15;0;15;0;0;14;0
250073405000002;8;14;1;1;12;0;8;0;0;13;0
250073405000003;8;7;1;0;6;0;8;2;0;11;0
250073405000004;1;14;0;0;19;0;8;1;1;8;0
250077505000001;1;13;1;1;16;0;6;4;0;6;0
250077505000002;1;12;1;0;28;0;14;2;0;31;0
250077505000003;8;19;3;2;16;0;16;7;1;14;0
250077505000004;8;12;0;4;14;0;18;0;1;8;0
250077505000005;8;7;1;1;15;0;13;2;1;10;0
250077505000006;8;11;6;0;5;0;16;3;0;1;0
250077505000007;5;13;8;0;18;0;8;3;0;27;0
250077505000008;1;12;1;0;23;0;5;2;0;31;0
250077505000009;1;16;3;0;13;0;13;2;0;17;0
250077505000010;5;4;0;0;5;0;4;0;0;6;0
250077505000011;5;0;2;0;7;0;1;1;0;4;0
250080905000001;1;14;0;0;16;0;22;1;0;15;0
250080905000002;1;9;1;0;15;0;19;1;1;15;0
250080905000003;1;28;0;1;19;0;19;1;0;15;0
250080905000004;1;13;0;0;19;0;21;0;0;20;0
250080905000005;1;24;6;1;11;0;21;6;0;10;0
250080905000006;1;16;0;0;13;0;17;3;0;10;0
250080905000007;8;3;1;0;3;0;5;1;0;3;0
250080905000008;8;7;0;2;6;0;6;0;1;4;0
250080905000009;8;2;2;0;3;0;3;3;0;6;0
250080905000010;8;0;0;0;2;0;2;1;0;4;0
250080905000011;8;5;0;0;1;0;6;0;0;4;0
250080905000012;8;9;2;0;11;0;13;0;0;10;0
250080905000013;8;10;0;0;7;0;6;0;0;9;0
250080905000014;8;8;0;0;10;0;5;1;0;7;0
250080905000015;8;8;0;0;6;0;6;0;0;7;0
250080905000016;8;15;2;0;8;0;15;1;0;6;0
250080905000017;8;9;0;0;16;0;7;0;0;13;0
250080905000018;8;4;0;0;8;0;9;0;0;3;0
250080905000019;8;3;0;0;2;0;6;0;0;4;0
250080905000020;8;5;0;0;1;0;7;1;0;1;0
250080905000021;8;4;1;1;2;0;5;0;0;2;0
250080905000022;8;4;0;1;5;0;3;1;0;8;0
250080905000023;8;1;1;0;4;0;3;1;0;3;0
250080905000024;8;7;4;0;33;0;10;3;1;15;0
250080905000025;8;0;0;0;1;0;2;0;0;0;0
250080905000026;8;8;1;0;14;0;6;0;0;13;0
250080905000027;8;9;0;0;2;0;5;5;0;0;0
250080905000028;8;5;0;0;1;0;5;2;0;3;0
250080905000029;8;2;0;0;4;0;2;0;0;2;0
250080905000030;8;5;0;0;0;0;2;0;0;0;0
250080905000031;8;3;0;0;3;0;5;0;0;4;0
250080905000032;5;18;2;0;0;0;9;5;0;0;0
250080905000033;5;5;0;0;11;0;6;0;0;8;0
250080905000034;5;10;0;0;2;0;14;1;0;1;0
250080905000035;5;1;0;0;0;0;1;0;0;0;0
250080905000036;1;20;1;0;36;0;20;0;0;28;0
250080905000037;5;18;0;0;19;0;14;1;0;12;0
250080905000038;5;1;0;0;1;0;0;0;0;2;0
250090805000001;1;5;1;0;16;0;11;0;0;12;0
250090805000002;1;8;0;0;13;0;12;0;0;9;0
250090805000003;1;11;1;0;18;0;23;0;0;13;0
250090805000004;1;24;0;2;19;0;15;0;1;17;0
250090805000005;1;4;0;0;6;0;4;0;0;8;0
250090805000006;1;9;0;0;11;0;14;0;0;8;0
250090805000007;1;8;0;0;11;0;14;0;0;24;0
250090805000008;1;1;0;0;5;0;2;0;0;8;0
250090805000009;1;24;0;0;16;0;18;1;0;18;0
250090805000010;8;5;0;0;8;0;7;0;0;12;0
250090805000011;8;16;0;0;11;0;12;0;0;13;0
250090805000012;8;11;0;0;11;0;7;0;0;8;0
250090805000013;8;11;0;0;4;0;8;0;1;8;0
250090805000014;8;11;0;0;12;0;5;0;1;9;0
250090805000015;8;19;1;0;36;0;21;0;0;37;0
250090805000016;1;16;0;0;9;0;7;0;0;14;0
250090805000017;1;16;0;0;18;0;14;0;0;8;0
250090805000018;1;25;1;0;16;0;23;0;0;13;0
250090805000019;1;7;0;0;11;0;10;0;0;9;0
250100505000001;1;17;0;0;10;0;10;0;0;23;0
250100505000002;1;19;0;0;25;0;18;0;0;25;0
250100505000003;1;7;0;0;8;0;9;0;0;16;0
250100505000004;1;20;0;1;14;0;20;0;0;15;0
250100505000005;1;14;0;0;20;0;20;0;0;16;0
250100505000006;1;7;0;0;12;0;9;0;0;11;0
250100505000007;1;22;0;0;12;0;14;0;0;17;0
250100505000008;8;22;0;0;19;0;29;1;0;25;0
250100505000009;8;4;0;0;4;0;5;0;0;5;0
250100505000010;8;6;0;0;8;0;7;0;0;16;0
250100505000011;8;7;0;0;6;0;10;0;0;10;0
250100505000012;8;14;0;0;13;0;15;0;0;18;0
250100505000013;8;15;0;0;22;0;18;0;0;19;0
250100505000014;5;38;0;0;26;0;23;0;0;20;0
250100505000015;8;2;0;0;15;0;3;0;0;8;0
250100505000016;8;5;1;0;16;0;5;0;0;10;0
250100505000017;8;17;0;0;9;0;18;0;0;7;0
250100505000018;8;25;2;0;25;0;33;2;0;22;0
250100505000019;5;8;0;0;7;0;8;0;0;8;0
250100505000020;8;28;2;0;30;0;24;0;1;28;0
250100505000021;7;2;0;0;4;0;6;0;0;6;0
250100505000022;5;3;0;0;5;0;5;0;0;3;0
250100505000023;5;9;0;0;6;0;9;0;0;11;0
250100505000024;1;20;0;0;8;0;20;0;0;8;0
250100505000025;1;26;0;0;27;0;18;0;0;36;0
250100505000026;1;15;1;0;19;0;18;2;0;12;0
250100505000027;1;20;0;0;27;0;17;2;0;27;0
250110405000001;1;6;0;0;2;0;7;0;0;4;0
250110405000002;1;4;2;1;7;0;7;0;2;3;0
250110405000003;1;10;1;0;15;0;7;1;0;17;0
250110405000004;1;9;1;0;13;0;11;1;0;10;0
250110405000005;1;11;4;2;16;2;15;1;3;9;1
250110405000006;1;16;6;1;5;0;19;1;0;7;0
250110405000007;1;21;0;0;15;0;13;1;1;22;0
250110405000008;1;20;2;0;15;0;12;1;0;6;0
250110405000009;1;24;0;2;32;0;19;0;0;24;0
250110405000010;1;11;1;0;13;0;7;0;0;9;0
250110405000011;8;8;1;0;13;0;12;0;0;10;0
250110405000012;8;3;2;0;15;0;17;2;0;13;0
250110405000013;5;12;0;0;20;0;11;0;0;17;0
250110405000014;8;1;0;0;14;0;6;0;0;7;0
250110405000015;8;3;0;0;1;0;2;0;0;2;0
250110405000016;8;0;0;0;12;0;0;0;0;9;0
250110405000017;8;2;0;0;10;0;3;0;0;4;0
250110405000018;8;2;0;0;8;0;0;0;0;7;0
250110405000019;8;6;0;0;8;0;7;0;0;14;0
250110405000020;8;3;11;5;11;0;6;11;6;10;1
250110405000021;8;3;0;0;4;0;8;0;0;5;0
250110405000022;1;1;1;0;0;0;1;0;0;3;0
250110405000023;1;6;0;0;11;0;8;1;1;5;0
250110405000024;1;4;0;0;5;0;6;2;0;8;0
250110405000025;1;5;0;0;7;0;6;0;0;10;0
250110405000026;1;7;0;0;11;0;12;1;0;13;0
250110405000027;1;17;1;0;14;0;23;2;0;15;0
250110405000028;1;18;0;0;16;0;11;0;1;14;0
250110405000029;1;11;2;2;20;0;14;1;0;14;0
250110405000030;1;17;4;0;15;0;15;1;0;13;1
250110405000031;1;13;1;1;28;0;20;2;0;30;0
250110410000001;1;9;0;0;21;0;12;3;0;13;0
250110410000002;8;3;1;1;10;0;6;0;1;6;0
250110410000003;8;2;0;0;3;0;1;0;0;7;0
250110410000004;8;3;4;1;14;0;10;2;1;9;0
250110410000005;8;5;0;0;7;0;2;2;0;7;0
250110415000001;1;21;6;3;23;0;27;0;1;20;0
250110415000002;8;11;1;1;25;0;15;0;1;27;0
250110415000003;8;8;2;2;5;0;8;0;0;13;0
250110415000004;8;4;0;0;3;0;3;0;0;2;0
250110415000005;8;0;0;0;2;0;0;0;0;3;0
250110420000001;1;7;0;0;14;0;8;0;0;2;0
250110420000002;8;4;1;0;2;0;2;0;0;2;0
250110420000003;8;5;1;0;14;0;6;1;1;10;0
250110420000004;8;8;0;1;15;0;12;1;0;14;0
250110420000005;8;1;0;0;0;0;0;1;0;3;0
250110420000006;8;2;0;0;4;0;3;1;0;6;0
250110420000007;8;4;2;1;6;0;6;0;0;9;0
250110420000008;8;3;0;0;7;0;2;0;1;8;0
250115305000001;1;20;0;1;24;0;30;0;2;15;0
250115305000002;5;2;0;0;7;0;3;0;0;3;0
250115305000003;8;1;0;0;2;0;0;0;0;3;0
250115305000004;8;3;0;0;5;0;5;0;0;1;0
250115305000005;8;5;1;0;2;0;3;0;0;2;0
250120305000001;1;22;1;0;27;0;18;0;0;27;0
250120305000002;1;8;0;0;11;0;4;0;0;9;0
250120305000003;1;19;0;0;12;0;17;0;0;17;0
250120305000004;1;24;1;0;13;0;21;2;0;19;0
250120305000005;8;7;0;0;10;0;4;0;0;20;0
250120305000006;8;0;0;0;1;0;1;0;0;3;0
250120305000007;8;6;0;0;8;0;3;0;0;7;0
250120305000008;8;23;4;2;33;0;19;0;2;29;0
250120305000009;1;9;0;0;26;0;13;1;0;15;0
250130205000001;1;17;0;0;9;0;13;0;1;10;0
250130205000002;1;12;0;0;21;0;15;0;0;16;0
250130205000003;1;18;0;1;6;0;14;0;0;14;0
250130205000004;1;13;0;0;3;0;12;0;0;10;0
250130205000005;1;7;2;0;8;0;15;0;0;8;0
250130205000006;1;17;0;0;14;0;11;2;0;15;0
250130205000007;1;7;0;0;7;0;23;0;0;5;0
250130205000008;1;13;0;0;12;0;15;0;0;15;0
250130205000009;8;3;0;0;6;0;4;0;0;7;0
250130205000010;8;1;0;0;4;0;3;0;0;8;0
250130205000011;8;7;0;0;10;0;10;1;0;7;0
250130205000012;8;15;0;0;13;1;10;2;0;9;0
250130205000013;8;8;0;0;16;0;14;0;0;9;0
250130205000014;8;28;0;0;15;0;21;0;0;23;0
250130205000015;8;16;0;0;9;0;10;0;0;10;0
250130205000016;8;13;0;0;15;0;13;0;0;11;0
250130205000017;8;21;1;0;8;0;16;0;0;16;0
250130205000018;8;14;1;0;14;0;11;1;1;16;0
250130205000019;8;7;0;0;8;0;5;0;0;12;0
250130205000020;8;11;0;0;4;0;4;0;0;7;0
250130205000021;8;8;4;0;7;0;7;1;0;10;0
250130205000022;8;3;1;0;3;0;6;0;0;7;0
250130205000023;8;6;0;0;9;0;9;0;0;3;0
250130205000024;8;7;0;0;6;0;8;0;0;8;0
250130205000025;1;11;0;0;17;0;9;0;0;24;0
250130205000026;1;15;0;0;15;0;14;2;0;16;0
250130205000027;1;19;0;0;24;0;26;0;0;32;0
250130205000028;5;3;0;0;6;0;3;0;0;6;0
250130220000001;1;11;1;0;29;0;11;0;0;27;0
250130220000002;8;11;0;1;8;0;9;0;1;11;0
250130220000003;8;6;2;1;9;0;8;3;0;13;0
250130220000004;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
250130220000005;8;4;"X";"X";"X";"X";"X";"X";"X";"X";"X"
250130220000006;1;20;1;1;20;0;19;0;0;16;0
250135105000001;1;19;3;0;21;0;16;0;0;10;0
250135105000002;1;21;0;0;18;0;10;0;0;14;0
250135105000003;8;4;0;0;3;0;2;0;0;5;0
250135105000004;8;8;0;0;13;0;4;0;1;16;0
250135105000005;1;13;0;0;38;0;11;0;0;23;0
250135105000006;1;5;1;0;6;0;4;1;0;9;0
250140105000001;1;3;0;0;5;6;5;0;0;1;12
250140105000002;1;6;3;0;4;16;8;1;1;3;17
250140105000003;1;8;1;0;9;4;8;0;0;7;4
250140105000004;1;14;0;0;7;15;7;0;0;13;5
250140105000005;1;2;0;0;3;14;1;0;0;2;9
250140105000006;7;1;0;0;1;11;0;0;0;0;11
250140105000007;7;1;0;0;0;52;0;0;0;1;56
250140105000008;7;3;0;0;1;31;6;0;0;2;37
250140105000009;7;0;0;0;0;34;0;0;0;0;26
250140105000010;7;0;0;0;0;16;0;0;0;0;13
250140105000011;7;0;0;0;0;9;0;0;0;0;8
250140105000012;7;0;0;0;0;15;0;0;0;0;8
250140105000013;7;0;0;0;0;11;0;0;0;0;12
250140105000014;7;2;0;0;1;68;1;1;0;1;71
250140105000015;8;0;0;0;0;3;0;0;0;0;2
250140105000016;8;0;0;0;0;9;0;0;0;0;7
250140105000017;7;3;0;0;2;17;6;0;0;2;9
250140105000018;7;0;0;0;0;6;0;0;0;0;5
250140105000019;7;0;0;0;0;6;0;0;0;0;3
250140105000020;7;0;0;0;0;1;0;0;0;0;1
250150005000001;1;7;1;0;26;0;16;0;0;16;0
250150005000002;1;13;0;0;15;0;14;0;2;13;0
250150005000003;1;11;0;0;16;0;12;0;0;11;0
250150005000004;1;16;0;0;18;0;12;0;0;19;0
250150005000005;1;11;0;0;15;0;14;2;0;23;0
250150005000006;1;14;0;0;15;0;17;1;1;17;0
250150005000007;1;1;0;0;0;0;2;0;0;0;0
250150005000008;8;17;1;1;10;0;9;1;1;11;0
250150005000009;8;18;2;0;6;0;17;0;0;5;0
250150005000010;8;10;0;2;16;0;12;0;3;15;0
250150005000011;8;24;0;0;21;0;21;0;0;23;0
250150005000012;8;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
250150005000013;8;2;0;0;3;0;0;0;0;5;0
250150005000014;8;3;0;0;0;0;2;0;0;1;0
250150005000015;8;11;0;0;6;0;4;0;1;7;0
250150005000016;8;2;0;0;0;0;4;0;0;0;0
250150005000017;1;24;0;1;38;0;20;0;1;35;0
250150005000018;1;8;1;0;4;0;5;0;0;3;0
250150005000019;5;5;0;0;6;0;7;0;0;5;0
250150005000020;4;16;0;0;12;0;13;0;0;18;0
250150005000021;5;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
250150010000001;1;9;2;0;18;0;16;1;0;15;0
250150010000002;8;2;0;0;15;0;9;1;0;16;0
250150010000003;8;5;1;0;11;0;9;1;0;14;0
250150010000004;8;6;0;0;16;0;10;0;0;13;0
250150010000005;8;7;1;0;7;0;15;0;1;10;0
250150010000006;8;4;0;0;8;0;3;0;0;4;0
250150010000007;8;6;1;0;18;0;6;1;2;14;0
250150010000008;8;2;0;0;1;0;1;0;0;2;0
250150010000009;5;11;2;0;7;0;11;0;0;5;0
250150010000010;5;13;0;0;15;0;14;0;0;14;0
250150010000011;8;1;0;0;13;0;2;0;0;14;0
250150020000001;1;15;0;0;12;0;19;0;0;2;0
250150020000002;8;8;0;0;5;0;5;0;0;5;0
250150020000003;8;12;0;0;4;0;9;0;0;6;0
250150020000004;8;3;3;0;4;0;5;1;0;6;0
250150020000005;8;2;0;0;1;0;2;0;0;3;0
250150020000006;8;28;0;0;19;0;42;1;0;13;0
250150020000007;8;18;1;0;8;0;12;0;0;4;0
250150020000008;8;19;0;0;12;0;13;0;0;12;0
250150020000009;1;7;0;0;5;0;8;0;0;3;0
250150020000010;5;4;0;0;3;0;1;0;0;0;0
250153405000001;1;22;1;0;20;0;10;2;0;14;0
250153405000002;1;10;0;0;11;0;9;0;1;14;0
250153405000003;8;12;1;0;12;0;15;0;0;18;0
250153405000004;8;5;1;0;8;0;4;0;0;9;0
250153405000005;1;32;1;0;31;0;16;2;0;25;0
250153405000006;1;7;0;0;20;0;11;0;0;15;0
250157505000001;1;12;0;1;15;0;16;1;1;11;0
250157505000002;8;12;0;0;8;0;9;0;0;11;0
250157505000003;8;21;0;0;10;0;12;0;0;12;0
250157505000004;8;12;0;0;14;0;11;0;0;10;0
250157505000005;8;7;0;0;8;0;4;0;0;6;0
250157505000006;8;9;0;0;5;0;8;0;0;1;0
250157505000007;8;5;0;0;7;0;8;0;0;3;0
250157505000008;8;9;0;0;12;0;15;0;0;10;0
250157505000009;8;5;0;0;6;0;10;0;0;9;0
250157505000010;8;10;0;0;12;0;6;0;0;11;0
250157505000011;8;11;0;0;16;0;7;0;0;14;0
250157505000012;8;8;0;0;8;0;6;0;0;11;0
250157505000013;5;7;0;0;8;0;12;0;0;9;0
250157505000014;5;12;0;0;7;0;16;0;0;9;0
250157505000015;4;6;"X";"X";"X";"X";"X";"X";"X";"X";"X"
250157505000016;5;1;0;0;5;0;4;0;0;6;0
250157505000017;5;8;0;0;8;0;6;0;1;4;0
250157505000018;5;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
250160905000001;1;6;0;1;9;0;7;1;0;8;0
250160905000002;1;4;0;0;3;0;7;0;0;14;0
250160905000003;1;14;3;1;8;0;4;0;0;8;0
250160905000004;1;17;0;0;6;0;16;1;0;15;0
250160905000005;1;11;0;0;15;0;13;0;0;15;0
250160905000006;1;7;1;0;9;0;7;2;0;6;0
250160905000007;1;13;0;1;17;0;12;0;0;20;0
250160905000008;1;8;0;0;16;0;2;0;0;15;0
250160905000009;8;3;1;0;10;0;12;0;0;7;0
250160905000010;8;18;4;0;19;0;24;1;0;19;0
250160905000011;8;24;1;0;19;0;18;0;0;23;0
250160905000012;8;9;0;1;24;0;10;0;0;20;0
250160905000013;8;8;0;0;8;0;5;0;0;3;0
250160905000014;8;16;1;0;21;0;14;0;0;26;0
250160905000015;8;6;2;1;24;0;4;2;0;15;0
250160905000016;8;12;1;1;10;0;9;0;0;16;0
250160905000017;5;2;0;0;10;0;4;0;0;9;0
250160905000018;5;4;3;1;1;0;0;0;0;3;0
250160905000019;1;19;0;0;15;0;12;0;0;15;0
250160905000020;1;17;0;0;15;0;11;0;0;11;0
250160905000021;1;8;1;0;7;0;10;0;0;5;0
250160905000022;1;11;0;1;12;0;16;0;0;5;0
