Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255;
250010605000011;1;390;3;5;11;10;9;16;7;10;15;7;11;10;9;8;10;6;4;6;9;13;11;8;4;10;6;11;9;7;10;5;9;8;8;7;6;9;6;6;3;6;5;8;6;2;1;1;0;1;2;1;4;1;2;3;0;2;1;2;2;1;2;2;1;1;0;1;2;0;1;0;1;2;0;1;1;2;167;33;130;0;13;1;6;0;462;0;9;7;7;15;11;11;11;13;12;17;11;6;13;7;13;17;8;8;6;15;6;7;10;13;8;8;14;6;10;7;4;5;9;6;11;6;3;9;10;7;5;2;4;3;5;3;5;4;4;3;1;3;2;2;0;1;1;4;3;3;2;4;3;0;2;3;4;2;0;3;0;1;0;0;4;99;164;130;4;11;4;10;0
250010605000012;5;49;0;0;0;1;1;1;3;1;3;1;0;3;1;2;1;3;2;1;1;3;0;2;0;1;1;0;0;1;1;0;3;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;3;27;0;0;0;0;0;69;0;0;1;1;1;2;3;1;1;3;4;2;4;4;1;1;3;3;0;2;1;1;1;0;3;1;1;0;2;0;1;0;1;2;0;0;2;1;1;2;0;0;1;0;2;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;10;25;28;0;1;1;1;0
250010605000013;5;55;0;1;0;0;2;1;1;2;4;2;3;3;3;1;3;3;0;2;1;1;0;0;5;3;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;14;6;31;0;0;1;0;0;54;0;0;3;0;4;4;1;2;2;2;4;0;1;0;0;2;2;2;1;0;4;0;2;0;0;1;1;2;0;0;2;1;1;0;0;0;0;0;3;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;8;17;21;0;0;0;1;0
250010605000014;8;221;0;3;4;8;9;5;8;9;8;11;14;10;11;10;15;11;11;3;6;7;3;5;2;4;3;3;1;3;1;2;2;2;2;0;2;1;3;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;48;5;133;1;6;1;3;0;176;0;1;0;0;9;8;6;8;9;7;9;8;10;8;10;6;2;3;4;2;6;4;4;2;3;3;1;2;2;1;2;5;0;2;4;2;3;0;1;3;1;3;0;2;0;0;0;1;1;2;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;15;61;82;0;1;2;5;0
250020505000001;1;308;1;0;4;5;8;6;6;2;8;8;9;12;10;11;11;12;5;5;6;6;5;6;5;8;2;7;8;8;6;4;6;5;2;9;2;5;7;2;4;7;4;1;3;4;4;1;2;5;0;2;0;7;4;1;2;0;0;1;0;2;0;3;2;1;1;1;2;0;2;0;2;0;3;0;1;4;126;9;128;1;15;3;5;2;396;0;4;5;4;8;11;9;13;14;4;11;4;12;10;11;8;4;5;12;7;9;5;4;17;6;8;8;6;11;4;6;4;9;5;5;8;9;2;3;5;6;9;8;2;5;7;3;1;5;2;4;0;7;2;3;1;1;5;0;2;0;2;0;4;2;1;2;1;3;3;1;1;1;5;2;5;85;136;123;5;12;2;6;2
250020505000002;1;194;0;1;3;1;2;4;6;3;7;4;5;2;9;1;7;3;5;7;1;4;5;6;3;6;2;5;5;4;3;3;5;2;5;3;1;3;2;1;0;1;0;3;3;3;0;1;0;2;1;3;3;2;2;1;3;0;2;2;3;3;0;0;1;1;0;4;2;0;3;0;0;0;1;0;2;3;95;9;69;0;8;1;4;0;242;0;0;3;5;0;5;3;12;4;6;9;8;6;5;3;4;6;2;6;9;4;5;3;8;5;8;4;5;3;2;8;4;2;2;3;1;2;2;2;4;2;6;3;4;2;6;0;3;4;5;0;3;4;1;4;2;2;1;1;3;2;0;1;1;0;1;0;1;2;1;2;0;0;0;0;2;41;91;80;2;9;4;2;0
250020505000003;8;76;0;0;1;1;0;0;2;4;1;2;4;1;3;6;3;2;1;3;2;3;3;2;0;1;2;3;1;1;1;1;0;0;0;0;0;0;3;2;1;2;0;1;1;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;2;32;2;40;0;0;0;0;0;100;0;0;0;3;3;1;3;8;5;3;3;4;3;2;4;4;4;0;3;3;2;1;2;2;1;0;2;1;0;0;2;4;0;3;0;2;2;3;2;1;2;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;5;47;36;0;1;1;4;0
250020505000004;8;75;0;0;2;1;1;2;4;5;4;4;1;2;5;0;4;2;1;1;0;0;1;0;1;2;0;2;0;1;1;0;1;0;1;1;1;0;3;2;0;1;0;2;0;2;0;0;0;0;0;1;1;0;2;1;0;1;0;2;0;0;0;1;0;0;0;1;1;0;0;2;0;0;0;0;0;1;31;1;34;0;1;1;1;0;85;0;1;1;1;2;3;4;3;3;5;1;4;2;2;1;0;1;0;0;2;1;3;1;0;0;2;1;0;3;2;0;2;1;1;1;2;2;1;1;1;1;1;0;0;1;2;2;0;1;2;0;0;0;1;0;0;0;3;0;1;1;0;1;2;0;1;1;0;0;0;0;1;0;0;0;2;4;46;26;0;4;0;0;0
250020505000005;8;20;0;0;0;1;1;1;2;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;8;0;1;0;0;0;24;0;0;0;1;1;2;1;1;0;0;1;0;1;0;1;0;0;1;1;0;2;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10;9;1;0;1;0;0
250020505000006;8;111;0;0;0;2;2;1;3;7;6;5;7;6;6;7;2;1;3;1;6;4;2;2;1;2;2;2;1;3;0;2;1;1;0;0;1;0;3;1;1;2;1;1;0;1;0;0;1;0;0;0;0;0;2;2;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;31;6;64;1;3;2;0;0;155;0;0;1;1;5;3;5;4;5;6;6;5;7;4;3;5;3;6;5;4;4;6;4;5;4;4;5;4;1;1;2;1;1;2;1;3;1;3;0;0;1;2;3;2;1;0;0;2;3;0;3;0;2;0;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;16;54;63;0;9;2;4;0
250020505000007;8;98;0;0;1;3;4;4;8;5;8;3;3;2;2;2;0;3;4;2;3;1;2;0;4;2;0;2;4;4;2;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;2;1;0;1;0;1;1;1;1;0;0;0;1;0;38;1;43;0;5;0;2;1;136;0;1;1;1;1;2;4;7;8;7;2;5;12;4;3;3;1;6;4;3;0;6;2;1;2;2;3;5;1;3;3;3;3;0;0;2;1;0;0;0;2;0;1;0;1;0;1;3;4;2;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;8;58;63;0;2;0;0;1
250020505000008;8;57;0;1;0;0;1;1;2;0;3;3;1;2;1;1;0;1;1;2;2;1;2;1;2;0;1;2;0;1;1;0;1;2;0;2;0;0;0;1;1;1;2;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;24;0;25;0;4;0;2;0;60;2;0;0;0;0;2;1;0;1;1;4;4;1;1;3;1;2;1;0;0;2;0;0;0;4;3;1;1;1;0;1;1;1;1;2;0;2;0;0;1;0;3;0;1;0;0;0;1;1;0;1;1;0;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;30;23;0;1;1;1;0
250020505000009;8;239;2;2;6;10;12;7;7;4;11;11;11;8;10;3;4;5;6;6;2;4;7;2;5;10;4;5;2;2;2;4;2;2;2;2;2;3;0;0;0;3;3;2;1;2;0;2;0;2;2;0;3;0;1;2;3;1;0;1;0;2;0;2;4;0;2;3;2;1;1;0;2;0;0;0;0;5;79;11;104;1;5;4;2;1;264;5;4;3;5;9;6;5;8;14;4;12;4;8;12;4;9;6;3;6;4;6;5;3;8;4;6;5;8;4;2;2;2;4;4;2;2;6;1;0;1;4;6;2;1;2;1;0;6;1;4;1;3;8;2;1;2;2;2;0;0;1;2;0;0;0;2;0;0;2;1;0;0;0;0;0;2;26;93;104;3;6;4;1;0
250020505000010;8;6;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
250020505000011;1;266;1;0;5;3;7;5;12;12;7;6;7;8;7;8;5;7;7;3;4;3;6;6;8;7;5;6;3;2;2;2;9;4;12;7;1;5;4;7;3;0;0;3;1;4;2;3;1;4;1;1;1;1;2;2;1;0;0;1;2;1;1;1;1;0;0;2;2;1;0;1;0;0;2;1;1;6;111;19;105;2;9;2;2;0;314;1;4;4;6;7;6;6;6;12;9;8;6;9;5;4;11;10;6;9;9;13;5;7;11;15;8;4;6;6;5;9;4;3;8;2;4;4;3;2;3;1;2;1;4;4;3;3;3;2;1;1;2;2;3;4;0;1;1;1;1;2;1;1;0;1;1;0;1;0;1;1;1;1;2;0;1;58;125;99;2;5;2;0;0
250030405000001;1;269;1;4;3;3;1;9;5;6;2;6;1;3;9;5;9;9;4;6;7;7;3;3;5;5;5;8;10;3;0;3;3;2;2;7;1;5;5;5;6;1;7;6;6;5;5;3;5;1;2;2;3;1;2;4;3;2;3;4;1;1;2;5;0;1;0;1;3;1;0;1;0;0;0;0;0;7;109;21;97;1;16;5;8;0;315;1;2;2;3;6;5;4;2;2;5;7;5;2;7;6;3;5;6;2;9;7;4;2;7;3;7;9;5;3;6;7;2;8;5;3;8;4;4;4;5;7;4;5;5;3;5;1;4;3;4;8;3;6;7;1;1;6;4;4;1;2;4;2;1;3;2;0;0;2;1;3;1;1;1;3;20;88;85;81;13;9;10;9;5
250030405000002;1;303;0;4;4;3;6;5;8;8;9;5;3;7;8;9;15;10;8;7;7;9;13;7;2;4;5;10;13;5;4;3;9;3;6;0;6;5;5;3;3;4;2;4;0;5;4;1;3;5;3;1;1;1;2;2;3;1;1;3;0;0;0;2;2;1;1;1;0;1;1;2;0;0;0;0;1;4;106;28;112;2;20;5;12;1;382;1;4;8;5;3;10;7;6;8;10;13;11;8;13;12;9;6;16;14;7;10;6;9;10;11;7;1;6;9;6;6;2;5;2;4;7;7;6;8;4;6;7;0;3;1;4;4;2;0;3;2;2;2;3;0;3;2;4;4;0;3;2;1;2;0;2;2;2;0;2;2;4;2;0;1;8;87;99;133;5;13;5;17;1
250030405000003;1;357;1;5;5;3;10;9;10;7;7;3;4;6;7;10;3;15;10;10;2;10;8;9;10;8;6;6;6;9;9;2;3;6;3;2;4;6;4;5;9;2;5;6;4;6;8;3;2;3;5;3;2;5;6;5;5;3;3;2;0;3;3;1;1;0;2;1;0;0;1;3;5;2;0;0;0;5;147;23;132;3;15;8;1;4;414;4;3;4;5;7;8;11;8;5;4;6;8;9;4;7;7;10;9;13;9;6;11;10;9;9;11;5;9;6;8;6;3;7;5;7;9;4;6;1;4;7;7;6;5;4;9;9;6;3;6;3;6;4;3;4;4;3;2;3;2;1;7;1;3;1;1;5;2;2;1;1;1;2;0;2;11;95;137;122;6;10;5;8;3
250030405000004;1;133;3;4;1;0;3;4;4;2;3;3;4;2;4;2;2;5;2;4;8;5;4;1;2;3;2;1;3;2;3;1;1;1;1;0;2;2;2;2;4;1;1;0;1;3;1;3;1;0;1;2;0;2;1;2;0;1;0;2;1;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;0;3;46;5;52;0;9;2;8;0;208;1;2;4;5;2;5;0;5;5;3;8;8;3;7;4;5;6;8;2;3;6;7;3;3;3;3;9;0;2;4;4;6;2;1;0;2;1;5;6;2;2;3;0;4;2;1;2;3;5;2;0;3;3;1;1;1;1;2;2;1;0;0;1;0;0;1;1;0;0;0;2;1;0;1;0;7;39;51;73;1;13;5;11;0
250030405000005;1;160;3;1;4;6;5;5;1;1;8;8;5;2;7;4;5;4;5;5;1;3;1;5;3;2;4;4;4;5;3;5;3;2;0;3;1;3;0;0;2;1;2;5;2;2;0;1;0;0;1;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;3;56;8;62;0;9;2;4;0;204;1;3;5;8;7;6;8;8;6;3;2;4;8;7;3;4;3;2;7;4;1;6;6;5;3;3;5;5;4;1;4;4;3;2;5;2;2;2;1;1;1;3;0;1;6;3;3;2;0;1;3;2;1;1;1;1;1;1;0;0;0;0;1;0;0;3;0;0;0;0;0;1;0;1;0;3;32;66;64;2;9;3;4;0
250030405000006;1;171;2;5;3;2;2;1;4;8;7;4;4;10;6;2;3;4;6;3;6;4;6;4;2;2;3;3;2;1;1;2;3;4;4;1;1;2;3;1;2;3;4;2;1;0;2;4;0;2;2;1;2;2;2;0;0;0;0;2;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;2;1;54;10;74;1;11;4;3;0;202;3;2;0;3;3;6;1;4;5;6;6;8;4;7;6;6;7;3;2;7;2;2;2;3;5;1;5;3;2;4;6;3;2;4;5;5;3;6;4;2;1;2;3;2;5;4;1;1;1;2;2;0;0;0;0;1;0;4;3;0;1;2;0;0;0;0;0;2;2;0;0;1;0;0;0;4;37;54;81;2;12;0;5;0
250030405000007;1;262;1;6;4;2;5;5;7;5;9;4;8;8;5;6;3;3;4;2;2;7;5;7;2;6;6;1;3;3;5;4;2;4;9;6;3;10;1;5;7;4;6;5;2;1;2;1;1;2;1;3;3;6;5;1;2;2;1;1;2;1;5;0;1;0;0;3;2;1;1;2;0;0;1;2;0;7;118;16;96;1;9;1;3;0;307;2;4;3;5;6;5;3;8;7;5;9;6;5;3;3;4;3;8;4;4;5;2;7;7;4;3;9;4;6;4;6;7;7;6;10;3;6;6;2;6;3;3;4;5;4;4;4;4;5;6;6;1;1;1;0;2;2;3;3;4;3;0;1;3;0;2;2;2;2;3;4;0;0;1;1;11;57;121;84;5;9;4;5;2
250030405000008;1;320;1;2;4;7;4;9;11;15;7;10;11;9;17;6;5;5;8;8;5;5;7;4;3;6;3;4;4;7;2;5;3;5;10;4;7;6;4;5;6;3;7;7;5;4;3;1;3;1;3;1;4;5;3;1;3;7;3;0;2;1;0;0;0;0;2;0;0;2;0;1;0;0;0;0;0;4;116;32;120;0;23;2;7;1;385;0;5;9;10;5;8;11;9;10;11;14;4;8;9;8;3;7;6;6;5;4;9;7;7;9;8;5;10;11;5;4;7;6;5;8;11;6;6;8;10;8;3;6;3;3;7;5;7;4;3;4;0;2;2;0;3;5;4;1;1;1;0;1;3;1;4;0;0;1;0;0;1;0;2;3;3;81;117;128;5;14;2;6;2
250030405000009;1;430;2;12;5;9;7;11;11;3;9;14;8;9;7;8;11;11;9;6;7;6;4;13;9;9;8;9;5;3;6;1;6;7;6;2;3;7;9;9;4;10;2;5;3;10;7;5;7;7;4;0;5;7;6;5;4;6;2;4;3;2;6;2;3;0;2;4;1;2;0;1;1;2;5;2;3;7;182;16;130;4;25;9;23;3;551;12;7;7;8;10;4;7;17;9;16;13;7;12;14;5;8;6;6;11;14;7;8;13;9;9;7;2;9;9;12;10;8;8;9;9;5;7;10;7;3;8;5;8;9;8;13;7;10;6;8;6;3;4;3;6;6;5;3;4;3;6;8;7;1;6;3;0;3;3;1;2;5;3;2;2;20;117;155;157;7;24;12;21;6
250030405000010;1;341;2;3;6;4;9;7;7;9;13;9;15;13;5;11;7;1;7;7;6;9;6;12;8;8;11;5;7;5;4;3;8;7;4;6;4;2;4;5;4;6;2;3;2;2;7;8;1;2;2;1;6;2;4;1;5;2;1;5;1;0;2;1;2;1;1;0;1;0;0;1;1;1;1;1;0;2;115;24;140;1;21;3;11;1;415;2;4;7;10;9;11;5;6;8;6;9;13;8;10;12;8;6;10;9;8;7;6;9;12;6;13;14;4;6;6;7;6;6;5;4;6;13;12;7;4;3;8;1;3;3;6;6;3;1;3;4;5;5;8;2;8;0;2;3;0;2;1;1;4;2;1;1;2;3;1;1;1;0;0;0;7;95;111;130;5;19;5;11;5
250030405000011;1;90;0;0;0;3;1;3;2;3;6;10;8;3;5;1;1;3;1;1;1;3;4;1;1;2;2;5;0;0;0;0;1;1;0;1;0;0;2;1;1;1;2;0;0;0;2;0;1;0;0;0;1;2;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;19;37;3;2;11;2;1;112;1;0;0;2;5;5;3;4;1;6;7;4;6;3;4;2;3;4;3;2;1;1;4;1;2;0;2;2;2;2;1;1;3;3;1;2;0;2;2;1;2;0;3;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;53;8;28;5;2;7;1;0
250030405000012;1;176;0;0;4;4;7;6;6;4;7;7;7;10;10;5;3;4;6;3;2;7;1;3;1;1;6;6;5;1;1;3;3;1;1;1;2;2;3;1;1;5;1;1;1;1;3;2;0;1;1;1;0;2;0;1;1;1;1;0;0;0;0;1;0;2;1;0;1;1;0;0;0;0;1;0;0;1;66;4;82;0;6;0;3;0;215;1;2;5;2;7;5;8;9;6;8;2;6;3;11;3;3;1;1;4;8;5;6;2;5;6;8;3;4;4;6;3;0;2;5;3;2;1;4;4;3;1;3;2;6;3;0;2;3;2;1;3;1;0;2;2;0;1;0;0;1;0;2;1;1;0;0;1;1;0;1;1;1;0;0;0;2;25;85;67;2;12;1;5;0
