Cod_setor;Situacao_setor;V422;V423;V424;V425;V426;V427;V428;V429;V430;V431;V432;V433;V434;V435;V436;V437;V438;V439;V440;V441;V442;V443;V444;V445;V446;V447;V448;V449;V450;V451;V452;V453;V454;V455;V456;V457;V458;V459;V460;V461;V462;V463;V464;V465;V466;V467;V468;V469;V470;V471;V472;V473;V474;V475;V476;V477;V478;V479;V480;V481;V482;V483;V484;V485;V486;V487;V488;V489;V490;V491;V492;V493;V494;V495;V496;V497;V498;V499;V500;V501;V502;V503;V504;V505;V506;V507;V508;V509;V510;V511;V512;V513;V514;V515;V516;V517;V518;V519;V520;V521;V522;V523;V524;V525;V526;V527;V528;V529;V530;V531;V532;V533;V534;V535;V536;V537;V538;V539;V540;V541;V542;V543;V544;V545;V546;V547;V548;V549;V550;V551;V552;V553;V554;V555;V556;V557;V558;V559;V560;V561;V562;V563;V564;V565;V566;V567;V568;V569;V570;V571;V572;V573;V574;V575;V576;V577;V578;V579;V580;V581;V582;V583;V584;V585;V586;V587;V588;V589;V590;V591;V592;V593;V594;V595;V596;V597;V598;V599;V600;V601;V602;V603;V604;V605;V606;V607;V608;V609;V610;V611;V612;V613;V614;V615;V616;V617;V618;V619;V620;V621;V622
250010605000011;1;1144;338;500;85;135;31;55;819;19;213;7;74;12;653;185;182;38;61;25;718;120;200;20;66;20;668;170;182;38;61;25;0;838;0;220;0;86;9;829;0;220;0;86;819;19;213;7;74;12;87;751;23;197;5;81;0;838;0;220;0;86;426;678;0;0;1066;38;0;0;895;209;0;0;968;136;0;0;910;194;0;0;0;1104;0;0;9;1095;0;0;1066;38;0;0;89;1015;0;0;0;1104;0;0;119;400;0;7;0;0;502;17;7;0;0;0;486;33;7;0;0;0;486;33;7;0;0;0;492;27;7;0;0;0;0;519;0;7;0;0;9;510;0;7;0;0;502;17;7;0;0;0;4;515;0;7;0;0;0;519;0;7;0;0;0;0;454;686;0;0;1102;38;0;0;896;244;0;0;980;160;0;0;911;229;0;0;0;1140;0;0;9;1131;0;0;1102;38;0;0;115;1025;0;0;0;1140
250010605000012;5;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000013;5;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000014;8;625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000001;1;1012;289;404;76;106;91;46;658;35;177;5;137;0;475;218;147;35;95;42;529;164;165;17;103;34;332;361;110;72;84;53;20;673;0;182;0;137;13;680;0;182;12;125;646;47;166;16;137;0;8;685;9;173;0;137;31;662;9;173;4;133;449;546;7;0;957;38;7;0;717;278;0;7;791;204;0;7;526;469;0;7;20;975;0;7;25;970;0;7;932;63;7;0;17;978;0;7;40;955;0;7;313;153;0;0;18;61;452;14;0;0;73;6;452;14;0;0;0;79;452;14;0;0;12;67;422;44;0;0;0;79;17;449;0;0;0;79;14;452;0;0;0;79;406;60;0;0;79;0;1;465;0;0;0;79;2;464;0;0;4;75;442;556;0;0;958;40;0;0;717;281;0;0;797;201;0;0;526;472;0;0;20;978;0;0;25;973;0;0;935;63;0;0;17;981;0;0;44;954;0;0
250020505000002;1;693;179;250;62;95;43;64;424;5;157;0;91;16;399;30;155;2;91;16;360;69;128;29;77;30;404;25;152;5;88;19;0;429;0;157;0;107;0;429;0;157;0;107;417;12;157;0;97;10;1;428;0;157;6;101;1;428;0;157;6;101;284;403;0;0;672;15;0;0;645;42;0;0;565;122;0;0;644;43;0;0;0;687;0;0;0;687;0;0;665;22;0;0;1;686;0;0;1;686;0;0;222;189;0;0;2;6;401;10;0;0;2;6;384;27;0;0;2;6;313;98;0;0;2;6;393;18;0;0;2;6;0;411;0;0;0;8;0;411;0;0;0;8;397;14;0;0;8;0;0;411;0;0;6;2;0;411;0;0;6;2;280;387;0;0;650;17;0;0;623;44;0;0;543;124;0;0;622;45;0;0;0;667;0;0;0;667;0;0;645;22;0;0;3;664;0;0;3;664;0;0
250020505000003;8;344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000004;8;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000005;8;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000006;8;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000007;8;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000008;8;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000009;8;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000010;8;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250020505000011;1;994;138;552;19;171;14;97;640;50;178;12;104;7;350;340;111;79;57;54;500;190;150;40;59;52;414;276;135;55;62;49;0;690;0;190;0;111;11;679;0;190;0;111;652;38;174;16;106;5;29;661;17;173;7;104;12;678;0;190;0;111;169;812;0;0;912;69;0;0;517;464;0;0;696;285;0;0;607;374;0;0;0;981;0;0;11;970;0;0;922;59;0;0;53;928;0;0;12;969;0;0;6;13;0;0;20;31;15;4;0;0;46;5;15;4;0;0;16;35;4;15;0;0;51;0;15;4;0;0;25;26;0;19;0;0;0;51;0;19;0;0;5;46;19;0;0;0;46;5;0;19;0;0;0;51;4;15;0;0;0;51;162;760;0;2;872;50;2;0;521;401;0;2;688;234;2;0;606;316;2;0;0;922;0;2;11;911;0;2;863;59;2;0;52;870;0;2;0;922;0;2
250030405000001;1;713;262;252;66;68;25;25;484;30;134;0;50;0;514;0;134;0;50;0;514;0;133;1;50;0;514;0;134;0;50;0;140;374;26;108;24;26;0;514;0;134;0;50;343;171;80;54;39;11;14;500;5;129;2;48;0;514;0;134;0;50;363;350;0;0;683;30;0;0;713;0;0;0;712;1;0;0;713;0;0;0;199;514;0;0;0;713;0;0;477;236;0;0;21;692;0;0;0;713;0;0;328;323;4;0;0;0;621;30;4;0;0;0;651;0;4;0;0;0;650;1;4;0;0;0;651;0;4;0;0;0;165;486;0;4;0;0;0;651;0;4;0;0;425;226;4;0;0;0;12;639;0;4;0;0;0;651;0;4;0;0;360;348;3;2;678;30;5;0;708;0;5;0;707;1;5;0;708;0;5;0;199;509;0;5;0;708;0;5;474;234;3;2;21;687;0;5;0;708;0;5
250030405000002;1;1070;264;455;95;144;58;54;719;0;239;0;112;0;668;51;239;0;106;6;495;224;198;41;92;20;668;51;239;0;106;6;81;638;53;186;12;100;0;719;0;239;0;112;702;17;221;18;107;5;0;719;0;239;0;112;24;695;3;236;6;106;404;636;6;5;1040;0;11;0;990;50;11;0;767;273;11;0;990;50;11;0;137;903;6;5;0;1040;0;11;1000;40;11;0;0;1040;0;11;33;1007;0;11;390;467;0;6;0;7;857;0;6;0;7;0;857;0;4;2;0;7;656;201;0;6;0;7;857;0;4;2;0;7;137;720;0;6;0;7;0;857;0;6;0;7;817;40;6;0;7;0;0;857;0;6;0;7;33;824;0;6;0;7;412;587;0;3;999;0;3;0;993;6;3;0;776;223;0;3;993;6;3;0;146;853;0;3;0;999;0;3;959;40;3;0;0;999;0;3;33;966;0;3
250030405000003;1;925;630;59;133;34;64;3;689;0;167;0;67;0;674;15;163;4;67;0;652;37;154;13;67;0;674;15;163;4;67;0;4;685;7;160;0;67;0;689;0;167;0;67;660;29;157;10;64;3;0;689;0;167;0;67;0;689;0;167;0;67;812;96;17;0;908;0;17;0;889;19;17;0;858;50;17;0;889;19;17;0;11;897;0;17;0;908;0;17;866;42;17;0;0;908;0;17;0;908;0;17;745;69;23;14;0;0;814;0;37;0;0;0;809;5;23;14;0;0;803;11;18;19;0;0;809;5;23;14;0;0;8;806;0;37;0;0;0;814;0;37;0;0;779;35;37;0;0;0;0;814;0;37;0;0;0;814;0;37;0;0;827;93;0;0;920;0;0;0;904;16;0;0;873;47;0;0;904;16;0;0;11;909;0;0;0;920;0;0;878;42;0;0;0;920;0;0;0;920;0;0
250030405000004;1;458;306;31;60;12;47;2;337;0;72;0;49;0;337;0;72;0;49;0;324;13;63;9;47;2;324;13;63;9;47;2;69;268;13;59;6;43;0;337;0;72;0;49;337;0;72;0;49;0;0;337;0;72;0;49;0;337;0;72;0;49;413;45;0;0;458;0;0;0;458;0;0;0;434;24;0;0;434;24;0;0;88;370;0;0;0;458;0;0;458;0;0;0;0;458;0;0;0;458;0;0;333;27;47;18;0;0;360;0;65;0;0;0;360;0;65;0;0;0;354;6;47;18;0;0;354;6;47;18;0;0;88;272;0;65;0;0;0;360;0;65;0;0;360;0;65;0;0;0;0;360;0;65;0;0;0;360;0;65;0;0;413;45;0;0;458;0;0;0;458;0;0;0;434;24;0;0;434;24;0;0;88;370;0;0;0;458;0;0;458;0;0;0;0;458;0;0;0;458;0;0
250030405000005;1;587;83;428;11;48;0;17;511;0;59;0;17;0;478;33;55;4;17;0;463;48;55;4;17;0;471;40;55;4;17;0;0;511;0;59;0;17;0;511;0;59;0;17;389;122;41;18;14;3;0;511;0;59;0;17;0;511;0;59;0;17;94;493;0;0;587;0;0;0;550;37;0;0;535;52;0;0;543;44;0;0;0;587;0;0;0;587;0;0;444;143;0;0;0;587;0;0;0;587;0;0;86;483;6;10;0;0;569;0;16;0;0;0;532;37;16;0;0;0;517;52;16;0;0;0;525;44;16;0;0;0;0;569;0;16;0;0;0;569;0;16;0;0;434;135;10;6;0;0;0;569;0;16;0;0;0;569;0;16;0;0;94;493;0;0;587;0;0;0;550;37;0;0;535;52;0;0;543;44;0;0;0;587;0;0;0;587;0;0;444;143;0;0;0;587;0;0;0;587;0;0
250030405000006;1;518;366;72;54;5;10;6;438;0;57;2;16;0;419;19;51;8;16;0;438;0;59;0;16;0;419;19;49;10;16;0;27;411;5;54;2;14;0;438;0;59;0;16;435;3;57;2;12;4;0;438;0;59;0;16;0;438;0;59;0;16;435;83;0;0;516;2;0;0;491;27;0;0;518;0;0;0;489;29;0;0;34;484;0;0;0;518;0;0;509;9;0;0;0;518;0;0;0;518;0;0;395;83;1;0;0;0;476;2;1;0;0;0;464;14;1;0;0;0;478;0;1;0;0;0;462;16;1;0;0;0;34;444;0;1;0;0;0;478;0;1;0;0;469;9;1;0;0;0;0;478;0;1;0;0;0;478;0;1;0;0;433;83;2;0;514;2;2;0;489;27;2;0;516;0;2;0;487;29;2;0;34;482;0;2;0;516;0;2;507;9;2;0;0;516;0;2;0;516;0;2
